project_id,project_name,project_type,ministry,state,district,year,total_land_required_hectares,land_acquired_hectares,land_acquired_percent,acquisition_percentage,pending_approvals,compensation_status,compensation_pending_percent,rehabilitation_status,government_approval_status,environmental_clearance,forest_clearance,legal_dispute,legal_cases,court_case_count,objection_count,affected_families,rr_completed_percent,possession_percent,planned_duration_months,population_density,urban_rural,terrain_type,flood_prone,distance_to_highway_km,distance_to_railway_km,planned_start_date,planned_end_date,actual_end_date,previous_delay_days,delay_days,delay_risk,project_status,is_flagship_project
LA-100567,Highway Project 567,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Delhi,New Delhi,2020,162.8,161.4,99.2,99.2,1,Substantially Disbursed,4.4,Partially Complete,Partially Approved,Approved,Not Required,No,0,0,10,66,63.5,78.6,60,3474,Urban,Hilly,0,7.1,0.3,2016-03-14,2021-03-14,,17,21,Low,In Progress,False
LA-100567,Highway Project 567,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Delhi,New Delhi,2021,162.8,161.0,98.9,98.9,1,Substantially Disbursed,21.9,Partially Complete,Approved,Approved,Not Required,No,0,0,10,66,65.0,77.6,60,3474,Urban,Hilly,0,7.1,0.3,2016-03-14,2021-03-14,2021-03-14,20,21,Low,Near Completion,False
LA-100568,Industrial Corridor Project 568,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Andhra Pradesh,Vijayawada,2015,39.2,16.9,43.0,43.0,3,Partially Disbursed,65.3,Not Started,Pending,Pending,Not Required,Yes,2,2,2,166,29.2,37.9,43,2734,Urban,Forested,0,15.4,16.8,2015-12-13,2019-12-13,,91,91,Medium,Early Stage,False
LA-100568,Industrial Corridor Project 568,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Andhra Pradesh,Vijayawada,2016,39.2,23.6,60.2,60.2,2,Partially Disbursed,55.6,Partially Complete,Under Review,Pending,Not Required,Yes,3,3,4,166,49.9,52.5,43,2734,Urban,Forested,0,15.4,16.8,2015-12-13,2019-12-13,,29,91,Medium,In Progress,False
LA-100568,Industrial Corridor Project 568,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Andhra Pradesh,Vijayawada,2017,39.2,28.3,72.2,72.2,3,Substantially Disbursed,26.5,Partially Complete,Under Review,Approved,Not Required,Yes,4,4,5,166,52.5,54.6,43,2734,Urban,Forested,0,15.4,16.8,2015-12-13,2019-12-13,,45,91,Medium,In Progress,False
LA-100568,Industrial Corridor Project 568,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Andhra Pradesh,Vijayawada,2018,39.2,35.2,89.8,89.8,2,Substantially Disbursed,24.7,Partially Complete,Partially Approved,Approved,Not Required,Yes,5,5,6,166,56.6,81.5,43,2734,Urban,Forested,0,15.4,16.8,2015-12-13,2019-12-13,,36,91,Medium,In Progress,False
LA-100568,Industrial Corridor Project 568,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Andhra Pradesh,Vijayawada,2019,39.2,38.0,96.8,96.8,2,Substantially Disbursed,10.2,Substantially Complete,Partially Approved,Approved,Not Required,Yes,5,5,6,166,84.2,82.2,43,2734,Urban,Forested,0,15.4,16.8,2015-12-13,2019-12-13,2019-12-13,0,91,Medium,Near Completion,False
LA-100569,Industrial Corridor Project 569,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),West Bengal,Howrah,2015,15.0,10.8,71.9,71.9,2,Partially Disbursed,37.3,Partially Complete,Under Review,Pending,Not Required,No,0,0,0,106,43.8,61.5,18,658,Rural,Coastal,0,35.7,11.6,2015-06-02,2017-06-02,,0,90,Low,Early Stage,False
LA-100569,Industrial Corridor Project 569,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),West Bengal,Howrah,2016,15.0,13.1,87.4,87.4,2,Substantially Disbursed,22.9,Substantially Complete,Partially Approved,Approved,Not Required,No,0,0,0,106,67.0,77.5,18,658,Rural,Coastal,0,35.7,11.6,2015-06-02,2017-06-02,,6,90,Low,In Progress,False
LA-100569,Industrial Corridor Project 569,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),West Bengal,Howrah,2017,15.0,13.5,90.2,90.2,0,Substantially Disbursed,10.6,Substantially Complete,Approved,Approved,Not Required,No,0,0,0,106,78.7,67.6,18,658,Rural,Coastal,0,35.7,11.6,2015-06-02,2017-06-02,2017-06-02,12,90,Low,Near Completion,False
LA-100570,Highway Project 570,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Assam,Dibrugarh,2016,49.2,20.9,42.4,42.4,4,Partially Disbursed,55.6,Not Started,Pending,Pending,Not Required,No,0,0,0,60,31.5,39.5,34,400,Rural,Plain,0,6.4,11.8,2016-08-05,2019-08-05,,127,158,Medium,Early Stage,False
LA-100570,Highway Project 570,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Assam,Dibrugarh,2017,49.2,36.6,74.5,74.5,2,Partially Disbursed,40.6,Partially Complete,Under Review,Approved,Not Required,Yes,1,1,0,60,46.6,67.7,34,400,Rural,Plain,0,6.4,11.8,2016-08-05,2019-08-05,,106,158,Medium,In Progress,False
LA-100570,Highway Project 570,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Assam,Dibrugarh,2018,49.2,42.4,86.2,86.2,3,Substantially Disbursed,23.9,Partially Complete,Under Review,Approved,Not Required,Yes,1,1,0,60,55.6,80.3,34,400,Rural,Plain,0,6.4,11.8,2016-08-05,2019-08-05,,40,158,Medium,In Progress,False
LA-100570,Highway Project 570,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Assam,Dibrugarh,2019,49.2,45.1,91.8,91.8,2,Substantially Disbursed,12.6,Substantially Complete,Partially Approved,Approved,Not Required,Yes,1,1,0,60,82.3,80.5,34,400,Rural,Plain,0,6.4,11.8,2016-08-05,2019-08-05,2019-08-05,0,158,Medium,Near Completion,False
LA-100571,Power Transmission Project 571,Power Transmission,Ministry of Power,Assam,Silchar,2021,15.0,13.0,86.6,86.6,3,Substantially Disbursed,24.5,Partially Complete,Under Review,Approved,Not Required,No,0,0,1,156,58.9,78.7,16,271,Rural,Hilly,0,6.0,78.3,2021-06-25,2022-06-25,,17,12,Low,Early Stage,False
LA-100571,Power Transmission Project 571,Power Transmission,Ministry of Power,Assam,Silchar,2022,15.0,14.0,93.5,93.5,0,Substantially Disbursed,8.3,Partially Complete,Approved,Approved,Not Required,No,0,0,2,156,56.8,81.4,16,271,Rural,Hilly,0,6.0,78.3,2021-06-25,2022-06-25,2022-06-25,3,12,Low,Near Completion,False
LA-100572,Metro Project 572,Metro,Ministry of Housing & Urban Affairs,Bihar,Muzaffarpur,2016,15.0,7.0,46.6,46.6,4,Partially Disbursed,60.3,Partially Complete,Pending,Not Required,Not Required,Yes,1,1,1,150,35.5,35.2,53,101,Rural,Riverine,0,10.2,17.9,2016-09-04,2020-09-04,,84,115,Medium,Early Stage,False
LA-100572,Metro Project 572,Metro,Ministry of Housing & Urban Affairs,Bihar,Muzaffarpur,2017,15.0,8.8,58.9,58.9,2,Partially Disbursed,44.0,Partially Complete,Under Review,Not Required,Not Required,Yes,1,1,1,150,38.1,51.2,53,101,Rural,Riverine,0,10.2,17.9,2016-09-04,2020-09-04,,61,115,Medium,In Progress,False
LA-100572,Metro Project 572,Metro,Ministry of Housing & Urban Affairs,Bihar,Muzaffarpur,2018,15.0,11.0,73.7,73.7,3,Partially Disbursed,37.8,Partially Complete,Under Review,Not Required,Not Required,Yes,2,2,2,150,64.2,56.2,53,101,Rural,Riverine,0,10.2,17.9,2016-09-04,2020-09-04,,30,115,Medium,In Progress,False
LA-100572,Metro Project 572,Metro,Ministry of Housing & Urban Affairs,Bihar,Muzaffarpur,2019,15.0,13.9,92.6,92.6,1,Substantially Disbursed,27.9,Substantially Complete,Partially Approved,Not Required,Not Required,Yes,2,2,2,150,81.3,75.1,53,101,Rural,Riverine,0,10.2,17.9,2016-09-04,2020-09-04,,36,115,Medium,In Progress,False
LA-100572,Metro Project 572,Metro,Ministry of Housing & Urban Affairs,Bihar,Muzaffarpur,2020,15.0,15.0,100.0,100.0,2,Substantially Disbursed,16.4,Substantially Complete,Partially Approved,Not Required,Not Required,Yes,2,2,2,150,87.4,91.4,53,101,Rural,Riverine,0,10.2,17.9,2016-09-04,2020-09-04,2020-09-04,0,115,Medium,Near Completion,False
LA-100573,Highway Project 573,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Rajasthan,Jaipur,2019,15.0,13.8,91.7,91.7,2,Substantially Disbursed,30.3,Substantially Complete,Under Review,Approved,Approved,No,0,0,4,103,66.8,76.1,12,4197,Urban,Hilly,0,27.3,25.8,2019-01-23,2020-01-23,,13,33,Low,Early Stage,False
LA-100573,Highway Project 573,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Rajasthan,Jaipur,2020,15.0,13.5,90.1,90.1,0,Substantially Disbursed,18.8,Partially Complete,Approved,Approved,Approved,No,0,0,6,103,64.0,81.1,12,4197,Urban,Hilly,0,27.3,25.8,2019-01-23,2020-01-23,2020-01-23,0,33,Low,Near Completion,False
LA-100574,Industrial Corridor Project 574,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Madhya Pradesh,Gwalior,2015,29.4,12.6,42.7,42.7,3,Partially Disbursed,60.2,Not Started,Pending,Pending,Not Required,No,0,0,4,145,28.1,37.7,33,2528,Urban,Forested,0,1.4,9.5,2015-08-12,2018-08-12,,96,102,Medium,Early Stage,False
LA-100574,Industrial Corridor Project 574,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Madhya Pradesh,Gwalior,2016,29.4,21.7,73.7,73.7,2,Partially Disbursed,40.1,Partially Complete,Under Review,Approved,Not Required,No,0,0,7,145,62.2,67.7,33,2528,Urban,Forested,0,1.4,9.5,2015-08-12,2018-08-12,,39,102,Medium,In Progress,False
LA-100574,Industrial Corridor Project 574,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Madhya Pradesh,Gwalior,2017,29.4,24.5,83.4,83.4,3,Substantially Disbursed,27.3,Partially Complete,Under Review,Approved,Not Required,No,0,0,10,145,55.8,78.7,33,2528,Urban,Forested,0,1.4,9.5,2015-08-12,2018-08-12,,12,102,Medium,In Progress,False
LA-100574,Industrial Corridor Project 574,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Madhya Pradesh,Gwalior,2018,29.4,26.0,88.5,88.5,2,Substantially Disbursed,17.9,Partially Complete,Partially Approved,Approved,Not Required,No,0,0,10,145,57.2,75.7,33,2528,Urban,Forested,0,1.4,9.5,2015-08-12,2018-08-12,2018-08-12,0,102,Medium,Near Completion,False
LA-100575,Metro Project 575,Metro,Ministry of Housing & Urban Affairs,Himachal Pradesh,Shimla,2016,15.0,2.7,17.8,17.8,3,Not Started,80.6,Not Started,Pending,Not Required,Pending,No,0,0,3,139,14.0,16.9,29,602,Rural,Plain,0,4.9,9.0,2016-06-25,2018-06-25,,847,986,High,Early Stage,False
LA-100575,Metro Project 575,Metro,Ministry of Housing & Urban Affairs,Himachal Pradesh,Shimla,2017,15.0,5.4,36.1,36.1,3,Not Started,67.0,Not Started,Pending,Not Required,Pending,No,0,0,4,139,22.9,30.0,29,602,Rural,Plain,0,4.9,9.0,2016-06-25,2018-06-25,,691,986,High,In Progress,False
LA-100575,Metro Project 575,Metro,Ministry of Housing & Urban Affairs,Himachal Pradesh,Shimla,2018,15.0,8.0,53.4,53.4,3,Partially Disbursed,50.7,Partially Complete,Pending,Not Required,Pending,No,0,0,5,139,40.7,44.4,29,602,Rural,Plain,0,4.9,9.0,2016-06-25,2018-06-25,,488,986,High,In Progress,False
LA-100575,Metro Project 575,Metro,Ministry of Housing & Urban Affairs,Himachal Pradesh,Shimla,2019,15.0,9.7,64.8,64.8,2,Partially Disbursed,49.4,Partially Complete,Under Review,Not Required,Pending,No,0,0,6,139,51.8,58.5,29,602,Rural,Plain,0,4.9,9.0,2016-06-25,2018-06-25,,331,986,High,In Progress,False
LA-100575,Metro Project 575,Metro,Ministry of Housing & Urban Affairs,Himachal Pradesh,Shimla,2020,15.0,10.4,69.2,69.2,3,Partially Disbursed,39.4,Partially Complete,Under Review,Not Required,Pending,No,0,0,7,139,44.8,60.4,29,602,Rural,Plain,0,4.9,9.0,2016-06-25,2018-06-25,,148,986,High,In Progress,False
LA-100575,Metro Project 575,Metro,Ministry of Housing & Urban Affairs,Himachal Pradesh,Shimla,2021,15.0,11.4,76.1,76.1,3,Partially Disbursed,34.3,Partially Complete,Under Review,Not Required,Pending,No,0,0,7,139,53.3,57.1,29,602,Rural,Plain,0,4.9,9.0,2016-06-25,2018-06-25,2021-06-25,1,986,High,In Progress,False
LA-100576,Industrial Corridor Project 576,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Punjab,Patiala,2015,15.0,3.6,24.0,24.0,3,Not Started,88.0,Not Started,Pending,Pending,Pending,Yes,1,1,2,50,17.4,22.1,32,1952,Urban,Plain,0,3.6,4.2,2015-09-02,2018-09-02,,297,366,High,Early Stage,False
LA-100576,Industrial Corridor Project 576,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Punjab,Patiala,2016,15.0,7.3,48.9,48.9,4,Partially Disbursed,65.2,Partially Complete,Pending,Pending,Pending,Yes,1,1,4,50,40.0,38.9,32,1952,Urban,Plain,0,3.6,4.2,2015-09-02,2018-09-02,,204,366,High,In Progress,False
LA-100576,Industrial Corridor Project 576,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Punjab,Patiala,2017,15.0,9.1,60.8,60.8,3,Partially Disbursed,53.7,Partially Complete,Pending,Pending,Pending,Yes,2,2,5,50,39.3,56.9,32,1952,Urban,Plain,0,3.6,4.2,2015-09-02,2018-09-02,,120,366,High,In Progress,False
LA-100576,Industrial Corridor Project 576,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Punjab,Patiala,2018,15.0,10.2,67.8,67.8,2,Partially Disbursed,44.6,Partially Complete,Under Review,Pending,Pending,Yes,2,2,6,50,57.3,62.0,32,1952,Urban,Plain,0,3.6,4.2,2015-09-02,2018-09-02,,97,366,High,In Progress,False
LA-100576,Industrial Corridor Project 576,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Punjab,Patiala,2019,15.0,11.8,78.6,78.6,2,Substantially Disbursed,32.0,Partially Complete,Under Review,Approved,Pending,Yes,2,2,6,50,63.6,66.8,32,1952,Urban,Plain,0,3.6,4.2,2015-09-02,2018-09-02,2019-09-02,0,366,High,In Progress,False
LA-100577,Irrigation Project 577,Irrigation,Ministry of Jal Shakti,Jharkhand,Dhanbad,2020,25.7,11.5,44.9,44.9,4,Not Started,69.9,Partially Complete,Pending,Not Required,Pending,No,0,0,2,112,40.2,37.1,53,418,Rural,Forested,0,0.9,2.2,2020-03-13,2024-03-13,,123,151,Medium,Early Stage,False
LA-100577,Irrigation Project 577,Irrigation,Ministry of Jal Shakti,Jharkhand,Dhanbad,2021,25.7,16.0,62.1,62.1,3,Partially Disbursed,50.5,Partially Complete,Under Review,Not Required,Pending,No,0,0,3,112,54.8,50.8,53,418,Rural,Forested,0,0.9,2.2,2020-03-13,2024-03-13,,93,151,Medium,In Progress,False
LA-100577,Irrigation Project 577,Irrigation,Ministry of Jal Shakti,Jharkhand,Dhanbad,2022,25.7,18.6,72.4,72.4,3,Substantially Disbursed,30.7,Partially Complete,Under Review,Not Required,Pending,No,0,0,4,112,45.0,60.8,53,418,Rural,Forested,0,0.9,2.2,2020-03-13,2024-03-13,,82,151,Medium,In Progress,False
LA-100577,Irrigation Project 577,Irrigation,Ministry of Jal Shakti,Jharkhand,Dhanbad,2023,25.7,22.1,86.0,86.0,2,Substantially Disbursed,21.0,Substantially Complete,Partially Approved,Not Required,Approved,No,0,0,5,112,69.5,77.7,53,418,Rural,Forested,0,0.9,2.2,2020-03-13,2024-03-13,,47,151,Medium,In Progress,False
LA-100577,Irrigation Project 577,Irrigation,Ministry of Jal Shakti,Jharkhand,Dhanbad,2024,25.7,25.3,98.3,98.3,2,Substantially Disbursed,18.6,Substantially Complete,Partially Approved,Not Required,Approved,No,0,0,5,112,72.4,91.3,53,418,Rural,Forested,0,0.9,2.2,2020-03-13,2024-03-13,2024-03-13,0,151,Medium,Near Completion,False
LA-100578,Highway Project 578,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Uttar Pradesh,Prayagraj,2019,133.8,46.0,34.4,34.4,4,Not Started,70.0,Not Started,Pending,Pending,Not Required,No,0,0,0,92,26.7,31.0,82,576,Rural,Desert,0,4.1,21.9,2019-05-20,2025-05-20,,9,49,Low,Early Stage,False
LA-100578,Highway Project 578,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Uttar Pradesh,Prayagraj,2020,133.8,88.1,65.8,65.8,4,Partially Disbursed,47.7,Partially Complete,Pending,Pending,Not Required,No,0,0,0,92,50.5,53.3,82,576,Rural,Desert,0,4.1,21.9,2019-05-20,2025-05-20,,3,49,Low,In Progress,False
LA-100578,Highway Project 578,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Uttar Pradesh,Prayagraj,2021,133.8,106.5,79.6,79.6,3,Substantially Disbursed,28.2,Substantially Complete,Under Review,Approved,Not Required,No,0,0,0,92,70.6,62.2,82,576,Rural,Desert,0,4.1,21.9,2019-05-20,2025-05-20,,8,49,Low,In Progress,False
LA-100578,Highway Project 578,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Uttar Pradesh,Prayagraj,2022,133.8,113.9,85.2,85.2,2,Substantially Disbursed,28.3,Partially Complete,Under Review,Approved,Not Required,No,0,0,0,92,51.4,74.1,82,576,Rural,Desert,0,4.1,21.9,2019-05-20,2025-05-20,,3,49,Low,In Progress,False
LA-100578,Highway Project 578,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Uttar Pradesh,Prayagraj,2023,133.8,122.3,91.4,91.4,1,Substantially Disbursed,12.8,Substantially Complete,Partially Approved,Approved,Not Required,No,0,0,0,92,82.0,74.0,82,576,Rural,Desert,0,4.1,21.9,2019-05-20,2025-05-20,,7,49,Low,In Progress,False
LA-100578,Highway Project 578,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Uttar Pradesh,Prayagraj,2024,133.8,126.5,94.5,94.5,2,Substantially Disbursed,4.9,Partially Complete,Partially Approved,Approved,Not Required,No,0,0,0,92,65.7,87.8,82,576,Rural,Desert,0,4.1,21.9,2019-05-20,2025-05-20,,17,49,Low,In Progress,False
LA-100578,Highway Project 578,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Uttar Pradesh,Prayagraj,2025,133.8,133.8,100.0,100.0,0,Substantially Disbursed,8.1,Substantially Complete,Approved,Approved,Not Required,No,0,0,0,92,84.6,76.7,82,576,Rural,Desert,0,4.1,21.9,2019-05-20,2025-05-20,2025-05-20,0,49,Low,Near Completion,False
LA-100579,Irrigation Project 579,Irrigation,Ministry of Jal Shakti,Maharashtra,Nashik,2021,15.0,7.8,51.9,51.9,3,Partially Disbursed,58.9,Partially Complete,Pending,Not Required,Not Required,No,0,0,1,75,45.1,45.1,31,1041,Rural,Forested,0,2.5,24.3,2021-08-17,2024-08-17,,3,15,Low,Early Stage,False
LA-100579,Irrigation Project 579,Irrigation,Ministry of Jal Shakti,Maharashtra,Nashik,2022,15.0,13.6,90.5,90.5,3,Substantially Disbursed,20.6,Partially Complete,Under Review,Not Required,Not Required,No,0,0,1,75,54.4,69.2,31,1041,Rural,Forested,0,2.5,24.3,2021-08-17,2024-08-17,,14,15,Low,In Progress,False
LA-100579,Irrigation Project 579,Irrigation,Ministry of Jal Shakti,Maharashtra,Nashik,2023,15.0,14.1,94.3,94.3,1,Substantially Disbursed,9.3,Substantially Complete,Partially Approved,Not Required,Not Required,No,0,0,2,75,76.9,76.0,31,1041,Rural,Forested,0,2.5,24.3,2021-08-17,2024-08-17,,18,15,Low,In Progress,False
LA-100579,Irrigation Project 579,Irrigation,Ministry of Jal Shakti,Maharashtra,Nashik,2024,15.0,14.0,93.1,93.1,1,Fully Disbursed,0.0,Partially Complete,Approved,Not Required,Not Required,No,0,0,2,75,59.5,83.4,31,1041,Rural,Forested,0,2.5,24.3,2021-08-17,2024-08-17,2024-08-17,9,15,Low,Near Completion,False
LA-100580,Railway Project 580,Railway,Ministry of Railways,Chhattisgarh,Raipur,2020,15.0,7.7,51.2,51.2,3,Partially Disbursed,60.7,Partially Complete,Pending,Pending,Pending,No,0,0,1,100,36.5,44.3,43,309,Rural,Coastal,1,0.2,0.6,2020-10-26,2024-10-26,,1,60,Low,Early Stage,False
LA-100580,Railway Project 580,Railway,Ministry of Railways,Chhattisgarh,Raipur,2021,15.0,10.7,71.4,71.4,2,Partially Disbursed,37.0,Partially Complete,Under Review,Approved,Pending,No,0,0,2,100,42.9,65.9,43,309,Rural,Coastal,1,0.2,0.6,2020-10-26,2024-10-26,,22,60,Low,In Progress,False
LA-100580,Railway Project 580,Railway,Ministry of Railways,Chhattisgarh,Raipur,2022,15.0,13.0,86.6,86.6,1,Substantially Disbursed,22.2,Substantially Complete,Partially Approved,Approved,Approved,No,0,0,2,100,74.3,75.0,43,309,Rural,Coastal,1,0.2,0.6,2020-10-26,2024-10-26,,10,60,Low,In Progress,False
LA-100580,Railway Project 580,Railway,Ministry of Railways,Chhattisgarh,Raipur,2023,15.0,13.6,90.4,90.4,1,Substantially Disbursed,11.5,Substantially Complete,Partially Approved,Approved,Approved,No,0,0,3,100,77.7,69.7,43,309,Rural,Coastal,1,0.2,0.6,2020-10-26,2024-10-26,,12,60,Low,In Progress,False
LA-100580,Railway Project 580,Railway,Ministry of Railways,Chhattisgarh,Raipur,2024,15.0,14.3,95.6,95.6,1,Substantially Disbursed,7.9,Partially Complete,Approved,Approved,Approved,No,0,0,3,100,62.9,83.7,43,309,Rural,Coastal,1,0.2,0.6,2020-10-26,2024-10-26,2024-10-26,0,60,Low,Near Completion,False
LA-100581,Irrigation Project 581,Irrigation,Ministry of Jal Shakti,Chhattisgarh,Bastar,2019,37.6,17.9,47.6,47.6,3,Partially Disbursed,55.1,Partially Complete,Pending,Not Required,Not Required,No,0,0,1,105,38.7,38.7,48,622,Rural,Plain,0,2.8,2.6,2019-01-15,2023-01-15,,9,5,Low,Early Stage,False
LA-100581,Irrigation Project 581,Irrigation,Ministry of Jal Shakti,Chhattisgarh,Bastar,2020,37.6,29.8,79.4,79.4,3,Substantially Disbursed,27.4,Partially Complete,Under Review,Not Required,Not Required,No,0,0,1,105,52.8,69.8,48,622,Rural,Plain,0,2.8,2.6,2019-01-15,2023-01-15,,15,5,Low,In Progress,False
LA-100581,Irrigation Project 581,Irrigation,Ministry of Jal Shakti,Chhattisgarh,Bastar,2021,37.6,33.1,88.1,88.1,1,Substantially Disbursed,19.6,Substantially Complete,Partially Approved,Not Required,Not Required,No,0,0,2,105,66.8,71.1,48,622,Rural,Plain,0,2.8,2.6,2019-01-15,2023-01-15,,6,5,Low,In Progress,False
LA-100581,Irrigation Project 581,Irrigation,Ministry of Jal Shakti,Chhattisgarh,Bastar,2022,37.6,32.9,87.6,87.6,2,Substantially Disbursed,8.2,Substantially Complete,Partially Approved,Not Required,Not Required,No,0,0,2,105,71.7,78.9,48,622,Rural,Plain,0,2.8,2.6,2019-01-15,2023-01-15,,0,5,Low,In Progress,False
LA-100581,Irrigation Project 581,Irrigation,Ministry of Jal Shakti,Chhattisgarh,Bastar,2023,37.6,37.4,99.4,99.4,1,Substantially Disbursed,5.5,Substantially Complete,Approved,Not Required,Not Required,No,0,0,2,105,68.4,80.1,48,622,Rural,Plain,0,2.8,2.6,2019-01-15,2023-01-15,2023-01-15,0,5,Low,Near Completion,False
LA-100582,Irrigation Project 582,Irrigation,Ministry of Jal Shakti,Jammu and Kashmir,Udhampur,2022,15.0,8.2,54.4,54.4,3,Partially Disbursed,58.3,Partially Complete,Pending,Not Required,Pending,No,0,0,2,118,34.9,49.8,74,2304,Urban,Riverine,0,15.2,4.3,2022-12-27,2025-12-27,,4,27,Low,Early Stage,False
LA-100582,Irrigation Project 582,Irrigation,Ministry of Jal Shakti,Jammu and Kashmir,Udhampur,2023,15.0,11.4,75.9,75.9,3,Substantially Disbursed,24.2,Partially Complete,Under Review,Not Required,Approved,No,0,0,4,118,51.1,61.3,74,2304,Urban,Riverine,0,15.2,4.3,2022-12-27,2025-12-27,,5,27,Low,In Progress,False
LA-100582,Irrigation Project 582,Irrigation,Ministry of Jal Shakti,Jammu and Kashmir,Udhampur,2024,15.0,13.6,90.5,90.5,1,Substantially Disbursed,14.4,Partially Complete,Partially Approved,Not Required,Approved,No,0,0,5,118,63.3,70.3,74,2304,Urban,Riverine,0,15.2,4.3,2022-12-27,2025-12-27,,9,27,Low,In Progress,False
LA-100582,Irrigation Project 582,Irrigation,Ministry of Jal Shakti,Jammu and Kashmir,Udhampur,2025,15.0,15.0,100.0,100.0,0,Substantially Disbursed,12.9,Substantially Complete,Approved,Not Required,Approved,No,0,0,5,118,79.7,86.2,74,2304,Urban,Riverine,0,15.2,4.3,2022-12-27,2025-12-27,2025-12-27,10,27,Low,Near Completion,False
LA-100583,Irrigation Project 583,Irrigation,Ministry of Jal Shakti,Jammu and Kashmir,Srinagar,2020,32.9,25.5,77.5,77.5,2,Partially Disbursed,33.8,Partially Complete,Under Review,Approved,Not Required,No,0,0,4,37,64.2,67.6,12,387,Rural,Riverine,1,14.7,4.8,2020-10-21,2021-10-21,,3,47,Low,Early Stage,False
LA-100583,Irrigation Project 583,Irrigation,Ministry of Jal Shakti,Jammu and Kashmir,Srinagar,2021,32.9,32.9,100.0,100.0,1,Substantially Disbursed,12.2,Partially Complete,Approved,Approved,Not Required,No,0,0,5,37,64.2,83.9,12,387,Rural,Riverine,1,14.7,4.8,2020-10-21,2021-10-21,2021-10-21,3,47,Low,Near Completion,False
LA-100584,Railway Project 584,Railway,Ministry of Railways,Karnataka,Mysuru,2022,15.0,9.7,64.5,64.5,3,Partially Disbursed,52.8,Partially Complete,Pending,Pending,Not Required,No,0,0,2,143,49.5,48.4,28,590,Rural,Hilly,1,13.6,13.7,2022-08-09,2024-08-09,,70,91,Medium,Early Stage,False
LA-100584,Railway Project 584,Railway,Ministry of Railways,Karnataka,Mysuru,2023,15.0,12.5,83.1,83.1,3,Substantially Disbursed,25.4,Partially Complete,Under Review,Approved,Not Required,No,0,0,3,143,62.5,74.4,28,590,Rural,Hilly,1,13.6,13.7,2022-08-09,2024-08-09,,12,91,Medium,In Progress,False
LA-100584,Railway Project 584,Railway,Ministry of Railways,Karnataka,Mysuru,2024,15.0,14.4,95.7,95.7,2,Substantially Disbursed,9.8,Substantially Complete,Partially Approved,Approved,Not Required,No,0,0,4,143,84.7,79.9,28,590,Rural,Hilly,1,13.6,13.7,2022-08-09,2024-08-09,2024-08-09,0,91,Medium,Near Completion,False
LA-100585,Highway Project 585,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),West Bengal,Howrah,2018,15.0,7.4,49.6,49.6,4,Partially Disbursed,60.0,Partially Complete,Pending,Pending,Not Required,No,0,0,0,95,38.2,39.9,36,590,Rural,Plain,0,36.6,6.8,2018-03-08,2021-03-08,,109,134,Medium,Early Stage,False
LA-100585,Highway Project 585,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),West Bengal,Howrah,2019,15.0,10.0,66.5,66.5,2,Partially Disbursed,41.7,Partially Complete,Under Review,Approved,Not Required,No,0,0,0,95,52.6,62.7,36,590,Rural,Plain,0,36.6,6.8,2018-03-08,2021-03-08,,62,134,Medium,In Progress,False
