project_id,state,project_type,total_land_required_hectares,land_acquired_percent,pending_approvals,compensation_pending_percent,legal_cases,affected_families,rr_completed_percent,possession_percent,planned_duration_months,environmental_clearance,forest_clearance,previous_delay_days,delay_days,delay_risk,project_status,year,district,project_name,project_reference,data_provenance,ministry,key_event,urban_rural,forest_district,compensation_status,rehabilitation_status,objection_count,project_completion_status
LA-REF-0028,Haryana,Highway,102.8,20.6,1,92.7,0,147,13.3,15.6,41,Pending,Not Required,0,618,High,Early Stage,2019,Karnal,Delhi-Amritsar-Katra Expressway - Package 11,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Urban,No,Not Started,Not Started,0,Ongoing
LA-REF-0028,Haryana,Highway,102.8,44.5,1,80.1,0,147,28.4,36.5,41,Approved,Not Required,111,618,High,In Progress,2020,Karnal,Delhi-Amritsar-Katra Expressway - Package 11,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Objections Filed,Urban,No,Not Started,Not Started,23,Ongoing
LA-REF-0028,Haryana,Highway,102.8,44.5,2,79.3,0,147,31.8,39.1,41,Approved,Not Required,177,618,High,In Progress,2021,Karnal,Delhi-Amritsar-Katra Expressway - Package 11,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Urban,No,Not Started,Not Started,23,Ongoing
LA-REF-0028,Haryana,Highway,102.8,44.5,1,74.3,1,147,36.2,40.5,41,Approved,Not Required,308,618,High,In Progress,2022,Karnal,Delhi-Amritsar-Katra Expressway - Package 11,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Litigation Begins,Urban,No,Not Started,Partially Complete,23,Ongoing
LA-REF-0028,Haryana,Highway,102.8,44.9,3,72.5,2,147,31.4,40.6,41,Approved,Not Required,429,618,High,In Progress,2023,Karnal,Delhi-Amritsar-Katra Expressway - Package 11,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Court Stay,Urban,No,Not Started,Not Started,23,Ongoing
LA-REF-0028,Haryana,Highway,102.8,46,0,68.4,2,147,33.6,34.2,41,Approved,Not Required,506,618,High,In Progress,2024,Karnal,Delhi-Amritsar-Katra Expressway - Package 11,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Court Stay,Urban,No,Not Started,Partially Complete,23,Ongoing
LA-REF-0028,Haryana,Highway,102.8,73.5,0,53.8,2,147,44.4,65.3,41,Approved,Not Required,596,618,High,In Progress,2025,Karnal,Delhi-Amritsar-Katra Expressway - Package 11,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Litigation Resolved,Urban,No,Partially Disbursed,Partially Complete,23,Ongoing
LA-REF-0029,Punjab,Highway,15,0.5,1,98.4,0,63,0.4,0.4,39,Approved,Not Required,0,159,Medium,Early Stage,2021,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 12,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0029,Punjab,Highway,15,22.2,1,88.6,0,63,16.4,16.1,39,Pending,Not Required,9,159,Medium,In Progress,2022,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 12,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0029,Punjab,Highway,15,24.6,2,86.2,0,63,18.7,20.6,39,Pending,Not Required,67,159,Medium,In Progress,2023,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 12,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Administrative Review,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0029,Punjab,Highway,15,53.3,0,81.3,0,63,34.3,38.3,39,Approved,Not Required,105,159,Medium,In Progress,2024,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 12,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Partially Complete,0,Ongoing
LA-REF-0029,Punjab,Highway,15,73.4,1,75.3,0,63,62.9,62,39,Approved,Not Required,156,159,Medium,In Progress,2025,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 12,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Not Started,Partially Complete,0,Ongoing
LA-REF-0030,Punjab,Highway,25.3,11.6,3,92.9,0,152,7.9,8.2,27,Pending,Not Required,17,421,High,Early Stage,2019,Amritsar,Delhi-Amritsar-Katra Expressway - Package 13,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0030,Punjab,Highway,25.3,39.1,0,85.4,0,152,25.1,28,27,Approved,Not Required,133,421,High,In Progress,2021,Amritsar,Delhi-Amritsar-Katra Expressway - Package 13,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0030,Punjab,Highway,25.3,53.7,0,77.7,0,152,37,49.7,27,Approved,Not Required,211,421,High,In Progress,2022,Amritsar,Delhi-Amritsar-Katra Expressway - Package 13,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Partially Complete,0,Ongoing
LA-REF-0030,Punjab,Highway,25.3,66.1,0,68.5,0,152,56.3,54.4,27,Approved,Not Required,276,421,High,In Progress,2023,Amritsar,Delhi-Amritsar-Katra Expressway - Package 13,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Not Started,Partially Complete,0,Ongoing
LA-REF-0030,Punjab,Highway,25.3,85.9,0,63.1,0,152,76.9,66.5,27,Approved,Not Required,345,421,High,Near Completion,2024,Amritsar,Delhi-Amritsar-Katra Expressway - Package 13,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Substantially Complete,0,Ongoing
LA-REF-0030,Punjab,Highway,25.3,92.2,0,57.9,0,152,67.9,71.5,27,Approved,Not Required,418,421,High,Near Completion,2025,Amritsar,Delhi-Amritsar-Katra Expressway - Package 13,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Substantially Complete,0,Ongoing
LA-REF-0031,Jammu and Kashmir,Highway,23.3,5.1,1,95.6,0,78,3.7,4,40,Pending,Not Required,0,0,Low,Early Stage,2021,Udhampur,Delhi-Amritsar-Katra Expressway - Package 14,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,2,Ongoing
LA-REF-0031,Jammu and Kashmir,Highway,23.3,6.3,3,94.2,0,78,4.8,5,40,Approved,Not Required,0,0,Low,In Progress,2022,Udhampur,Delhi-Amritsar-Katra Expressway - Package 14,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Rural,No,Not Started,Not Started,2,Ongoing
LA-REF-0031,Jammu and Kashmir,Highway,23.3,23.5,1,84.6,0,78,19.8,20.3,40,Pending,Not Required,0,0,Low,In Progress,2023,Udhampur,Delhi-Amritsar-Katra Expressway - Package 14,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Not Started,Not Started,2,Ongoing
LA-REF-0031,Jammu and Kashmir,Highway,23.3,32.3,3,76.5,0,78,18.5,28.8,40,Pending,Not Required,0,0,Low,In Progress,2025,Udhampur,Delhi-Amritsar-Katra Expressway - Package 14,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Not Started,2,Ongoing
LA-REF-0032,Jammu and Kashmir,Highway,40.1,12.7,2,88.4,0,102,7.9,11.8,18,Pending,Not Required,0,0,Low,Early Stage,2019,Reasi,Delhi-Amritsar-Katra Expressway - Package 15,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0032,Jammu and Kashmir,Highway,40.1,19.9,2,77.7,0,102,13.7,14.6,18,Pending,Not Required,0,0,Low,In Progress,2020,Reasi,Delhi-Amritsar-Katra Expressway - Package 15,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0032,Jammu and Kashmir,Highway,40.1,29.5,4,66.5,0,102,25.6,22.2,18,Pending,Not Required,0,0,Low,In Progress,2021,Reasi,Delhi-Amritsar-Katra Expressway - Package 15,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Not Started,0,Ongoing
LA-REF-0032,Jammu and Kashmir,Highway,40.1,48.1,0,53.2,0,102,31.7,35,18,Approved,Not Required,0,0,Low,In Progress,2022,Reasi,Delhi-Amritsar-Katra Expressway - Package 15,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Not Started,0,Ongoing
LA-REF-0032,Jammu and Kashmir,Highway,40.1,57.7,2,37.6,0,102,43.9,42.5,18,Approved,Not Required,0,0,Low,In Progress,2023,Reasi,Delhi-Amritsar-Katra Expressway - Package 15,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Partially Complete,0,Ongoing
LA-REF-0032,Jammu and Kashmir,Highway,40.1,75.1,0,24.6,0,102,41.7,70.6,18,Approved,Not Required,0,0,Low,In Progress,2024,Reasi,Delhi-Amritsar-Katra Expressway - Package 15,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Substantially Disbursed,Partially Complete,0,Ongoing
LA-REF-0032,Jammu and Kashmir,Highway,40.1,87,0,10.1,0,102,55.5,65.5,18,Approved,Not Required,0,0,Low,Near Completion,2025,Reasi,Delhi-Amritsar-Katra Expressway - Package 15,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Substantially Disbursed,Partially Complete,1,Ongoing
LA-REF-0033,Haryana,Highway,23.1,13,1,91.3,0,80,7.7,10.5,33,Pending,Not Required,0,176,Medium,Early Stage,2019,Karnal,Delhi-Amritsar-Katra Expressway - Package 16,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0033,Haryana,Highway,23.1,22.6,1,86.1,0,80,18.4,19.6,33,Pending,Not Required,0,176,Medium,In Progress,2020,Karnal,Delhi-Amritsar-Katra Expressway - Package 16,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0033,Haryana,Highway,23.1,39,0,81.1,0,80,29,34.6,33,Approved,Not Required,62,176,Medium,In Progress,2021,Karnal,Delhi-Amritsar-Katra Expressway - Package 16,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0033,Haryana,Highway,23.1,49.7,3,74.7,0,80,44.3,45.5,33,Approved,Not Required,89,176,Medium,In Progress,2022,Karnal,Delhi-Amritsar-Katra Expressway - Package 16,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Partially Complete,1,Ongoing
LA-REF-0033,Haryana,Highway,23.1,68.3,1,67.4,0,80,54.3,60.9,33,Approved,Not Required,108,176,Medium,In Progress,2023,Karnal,Delhi-Amritsar-Katra Expressway - Package 16,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Not Started,Partially Complete,1,Ongoing
LA-REF-0033,Haryana,Highway,23.1,78,0,61.2,0,80,62.7,71.7,33,Approved,Not Required,135,176,Medium,In Progress,2024,Karnal,Delhi-Amritsar-Katra Expressway - Package 16,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,4,Ongoing
LA-REF-0033,Haryana,Highway,23.1,85.5,0,52.1,0,80,51.1,66,33,Approved,Not Required,129,176,Medium,Near Completion,2025,Karnal,Delhi-Amritsar-Katra Expressway - Package 16,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,7,Ongoing
LA-REF-0034,Punjab,Highway,15,12,1,91.4,0,84,8.1,10.1,39,Pending,Not Required,0,138,Medium,Early Stage,2021,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 17,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0034,Punjab,Highway,15,14.2,1,89,0,84,11,11.7,39,Approved,Not Required,2,138,Medium,In Progress,2022,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 17,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0034,Punjab,Highway,15,47.6,0,83.9,0,84,34.5,34.3,39,Approved,Not Required,80,138,Medium,In Progress,2023,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 17,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Partially Complete,3,Ongoing
LA-REF-0034,Punjab,Highway,15,58.7,0,77.4,0,84,47.1,49.3,39,Approved,Not Required,125,138,Medium,In Progress,2024,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 17,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Not Started,Partially Complete,3,Ongoing
LA-REF-0034,Punjab,Highway,15,71.8,0,68.9,0,84,44.6,59.2,39,Approved,Not Required,138,138,Medium,In Progress,2025,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 17,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Not Started,Partially Complete,3,Ongoing
LA-REF-0035,Punjab,Highway,38.4,10.4,4,86.9,0,93,6,8,63,Pending,Not Required,0,291,Medium,Early Stage,2020,Amritsar,Delhi-Amritsar-Katra Expressway - Package 18,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0035,Punjab,Highway,38.4,11.4,2,83,0,93,10.2,9,63,Approved,Not Required,88,291,Medium,In Progress,2021,Amritsar,Delhi-Amritsar-Katra Expressway - Package 18,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0035,Punjab,Highway,38.4,50.8,0,77.1,0,93,40.6,45.6,63,Approved,Not Required,143,291,Medium,In Progress,2022,Amritsar,Delhi-Amritsar-Katra Expressway - Package 18,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Partially Complete,0,Ongoing
LA-REF-0035,Punjab,Highway,38.4,64.5,0,63,0,93,52,47.3,63,Approved,Not Required,160,291,Medium,In Progress,2023,Amritsar,Delhi-Amritsar-Katra Expressway - Package 18,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,0,Ongoing
LA-REF-0035,Punjab,Highway,38.4,76.3,0,53,0,93,48.3,66.5,63,Approved,Not Required,248,291,Medium,In Progress,2024,Amritsar,Delhi-Amritsar-Katra Expressway - Package 18,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,3,Ongoing
LA-REF-0035,Punjab,Highway,38.4,94,0,38.9,0,93,67.9,78.9,63,Approved,Not Required,283,291,Medium,Near Completion,2025,Amritsar,Delhi-Amritsar-Katra Expressway - Package 18,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Substantially Complete,3,Ongoing
LA-REF-0036,Jammu and Kashmir,Highway,15,13,4,84.9,0,203,11,11,38,Pending,Not Required,8,136,Medium,Early Stage,2020,Udhampur,Delhi-Amritsar-Katra Expressway - Package 19,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,1,Ongoing
LA-REF-0036,Jammu and Kashmir,Highway,15,13,2,83.3,0,203,7.5,11.4,38,Approved,Not Required,25,136,Medium,In Progress,2021,Udhampur,Delhi-Amritsar-Katra Expressway - Package 19,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Rural,No,Not Started,Not Started,1,Ongoing
LA-REF-0036,Jammu and Kashmir,Highway,15,13.1,3,79.8,0,203,11.2,9.2,38,Pending,Not Required,50,136,Medium,In Progress,2022,Udhampur,Delhi-Amritsar-Katra Expressway - Package 19,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Administrative Review,Rural,No,Not Started,Not Started,3,Ongoing
LA-REF-0036,Jammu and Kashmir,Highway,15,31.4,0,65.6,0,203,18.7,24,38,Pending,Not Required,93,136,Medium,In Progress,2023,Udhampur,Delhi-Amritsar-Katra Expressway - Package 19,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Not Started,3,Ongoing
LA-REF-0036,Jammu and Kashmir,Highway,15,43.7,3,49.7,0,203,24.7,36.3,38,Approved,Not Required,128,136,Medium,In Progress,2024,Udhampur,Delhi-Amritsar-Katra Expressway - Package 19,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Not Started,3,Ongoing
LA-REF-0036,Jammu and Kashmir,Highway,15,58.7,2,40.4,0,203,44.4,55.4,38,Approved,Not Required,136,136,Medium,In Progress,2025,Udhampur,Delhi-Amritsar-Katra Expressway - Package 19,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,3,Ongoing
LA-REF-0037,Jammu and Kashmir,Highway,37.9,16.5,4,91.2,0,34,10.4,13.7,58,Pending,Not Required,20,182,Medium,Early Stage,2020,Reasi,Delhi-Amritsar-Katra Expressway - Package 20,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0037,Jammu and Kashmir,Highway,37.9,29.3,4,80.9,0,34,18.7,22.2,58,Pending,Not Required,60,182,Medium,In Progress,2021,Reasi,Delhi-Amritsar-Katra Expressway - Package 20,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0037,Jammu and Kashmir,Highway,37.9,39.5,3,75,0,34,32.4,30.7,58,Approved,Not Required,88,182,Medium,In Progress,2023,Reasi,Delhi-Amritsar-Katra Expressway - Package 20,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0037,Jammu and Kashmir,Highway,37.9,51.7,0,65.4,0,34,32.5,43.7,58,Approved,Not Required,138,182,Medium,In Progress,2024,Reasi,Delhi-Amritsar-Katra Expressway - Package 20,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Not Started,0,Ongoing
LA-REF-0037,Jammu and Kashmir,Highway,37.9,67.2,0,59.6,0,34,43.4,54.3,58,Approved,Not Required,182,182,Medium,In Progress,2025,Reasi,Delhi-Amritsar-Katra Expressway - Package 20,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,0,Ongoing
LA-REF-0038,Haryana,Highway,19.4,13,2,86.1,0,78,11.1,10.6,49,Pending,Not Required,0,303,Medium,Early Stage,2020,Karnal,Delhi-Amritsar-Katra Expressway - Package 21,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0038,Haryana,Highway,19.4,21.3,1,72.2,0,78,12,19.8,49,Pending,Not Required,55,303,Medium,In Progress,2021,Karnal,Delhi-Amritsar-Katra Expressway - Package 21,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0038,Haryana,Highway,19.4,28.8,2,63.9,0,78,16.9,23.9,49,Pending,Not Required,163,303,Medium,In Progress,2023,Karnal,Delhi-Amritsar-Katra Expressway - Package 21,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Not Started,0,Ongoing
LA-REF-0038,Haryana,Highway,19.4,41.2,0,57.8,0,78,31.7,36.2,49,Approved,Not Required,236,303,Medium,In Progress,2024,Karnal,Delhi-Amritsar-Katra Expressway - Package 21,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Not Started,0,Ongoing
LA-REF-0038,Haryana,Highway,19.4,62.6,0,51.9,0,78,49.8,54.4,49,Approved,Not Required,303,303,Medium,In Progress,2025,Karnal,Delhi-Amritsar-Katra Expressway - Package 21,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,0,Ongoing
LA-REF-0039,Punjab,Highway,75.9,18.6,3,91.4,0,66,11.7,17.2,52,Pending,Pending,8,357,Medium,Early Stage,2021,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 22,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0039,Punjab,Highway,75.9,33.5,1,80,0,66,23.5,28.8,52,Pending,Pending,86,357,Medium,In Progress,2022,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 22,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0039,Punjab,Highway,75.9,44.5,0,74.4,0,66,33.3,34.6,52,Approved,Approved,125,357,Medium,In Progress,2023,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 22,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0039,Punjab,Highway,75.9,55.9,0,61.7,0,66,49.7,42,52,Approved,Approved,254,357,Medium,In Progress,2024,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 22,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Partially Complete,0,Ongoing
LA-REF-0039,Punjab,Highway,75.9,65.5,0,47.5,0,66,52,49.3,52,Approved,Approved,357,357,Medium,In Progress,2025,Jalandhar,Delhi-Amritsar-Katra Expressway - Package 22,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Partially Complete,0,Ongoing
LA-REF-0040,Punjab,Highway,15,12.1,2,93.5,0,122,9.3,9.1,36,Pending,Not Required,39,72,Low,Early Stage,2021,Amritsar,Delhi-Amritsar-Katra Expressway - Package 23,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0040,Punjab,Highway,15,19.6,0,88,0,122,16.6,15.5,36,Pending,Not Required,0,72,Low,In Progress,2022,Amritsar,Delhi-Amritsar-Katra Expressway - Package 23,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0040,Punjab,Highway,15,34.9,2,80,0,122,21.8,32.5,36,Pending,Not Required,71,72,Low,In Progress,2023,Amritsar,Delhi-Amritsar-Katra Expressway - Package 23,Delhi-Amritsar-Katra Expressway,Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,2,Ongoing
